Genome_Name,TaxonID
Mycobacterium tuberculosis KT-0026,1400887
Mycobacterium tuberculosis KT-0027,1400888
Mycobacterium tuberculosis KT-0028,1400889
Mycobacterium tuberculosis KT-0035,1400891
Mycobacterium tuberculosis KT-0039,1400893
Mycobacterium tuberculosis KT-0041,1400894
Mycobacterium tuberculosis KT-0043,1400895
Mycobacterium tuberculosis KT-0045,1400897
Mycobacterium tuberculosis KT-0047,1400898
Mycobacterium tuberculosis KT-0048,1400899
Mycobacterium tuberculosis KT-0051,1400902
Mycobacterium tuberculosis KT-0053,1400904
Mycobacterium tuberculosis KT-0056,1400907
Mycobacterium tuberculosis KT-0057,1400908
Mycobacterium tuberculosis KT-0058,1400909
Mycobacterium tuberculosis KT-0063,1400911
Mycobacterium tuberculosis KT-0064,1400912
Mycobacterium tuberculosis KT-0070,1400914
Mycobacterium tuberculosis KT-0071,1400915
Mycobacterium tuberculosis KT-0072,1400916
Mycobacterium tuberculosis KT-0075,1400918
Mycobacterium tuberculosis KT-0077,1400920
Mycobacterium tuberculosis KT-0078,1400921
Mycobacterium tuberculosis KT-0079,1400922
Mycobacterium tuberculosis KT-0080,1400923
Mycobacterium tuberculosis KT-0083,1400924
Mycobacterium tuberculosis KT-0084,1400925
Mycobacterium tuberculosis KT-0085,1400926
Mycobacterium tuberculosis KT-0089,1400927
Mycobacterium tuberculosis KT-0091,1400928
Mycobacterium tuberculosis KT-0092,1400929
Mycobacterium tuberculosis KT-0094,1400930
Mycobacterium tuberculosis KT-0096,1400931
Mycobacterium tuberculosis KT-0098,1400932
Mycobacterium tuberculosis KT-0099,1400933
Mycobacterium tuberculosis KT-0100,1400934
Mycobacterium tuberculosis KT-0102,1400935
Mycobacterium tuberculosis KT-0104,1400936
Mycobacterium tuberculosis KT-0106,1400937
Mycobacterium tuberculosis KT-0107,1400938
Mycobacterium tuberculosis KT-0108,1400939
Mycobacterium tuberculosis KT-0109,1400940
Mycobacterium tuberculosis KT-0110,1400941
Mycobacterium avium subsp. hominissuis MAH 2721,1402214
Mycobacterium tuberculosis SK-E,1402473
Mycobacterium tuberculosis SK-C,1402475
Mycobacterium tuberculosis SK-B,1402478
Mycobacterium tuberculosis UG-C,1402480
Mycobacterium tuberculosis UG-D,1402483
Mycobacterium tuberculosis OFXR-1,1402583
Mycobacterium tuberculosis OFXR-6,1402584
Mycobacterium tuberculosis OFXR-8,1402585
Mycobacterium tuberculosis OFXR-9,1402586
Mycobacterium tuberculosis OFXR-17,1402587
Mycobacterium tuberculosis OFXR-18,1402588
Mycobacterium tuberculosis OFXR-19,1402589
Mycobacterium tuberculosis OFXR-20,1402590
Mycobacterium tuberculosis OFXR-21,1402591
Mycobacterium tuberculosis OFXR-22,1402592
Mycobacterium tuberculosis OFXR-23,1402593
Mycobacterium tuberculosis OFXR-25,1402595
Mycobacterium tuberculosis OFXR-26,1402596
Mycobacterium tuberculosis OFXR-27,1402597
Mycobacterium tuberculosis OFXR-29,1402598
Mycobacterium tuberculosis OFXR-30,1402599
Mycobacterium tuberculosis OFXR-31,1402600
Mycobacterium tuberculosis OFXR-32,1402601
Mycobacterium tuberculosis OFXR-33,1402602
Mycobacterium avium subsp. hominissuis 100,1402966
Mycobacterium avium subsp. hominissuis 101,1402967
Mycobacterium genavense ATCC 51234,1408452
Mycobacterium tuberculosis UT0001,1408904
Mycobacterium tuberculosis UT0002,1408905
Mycobacterium tuberculosis UT0003,1408906
Mycobacterium tuberculosis UT0004,1408907
Mycobacterium tuberculosis UT0009,1408909
Mycobacterium tuberculosis UT0015,1408911
Mycobacterium tuberculosis UT0016,1408912
Mycobacterium tuberculosis UT0020,1408913
Mycobacterium tuberculosis UT0022,1408914
Mycobacterium tuberculosis UT0024,1408915
Mycobacterium tuberculosis UT0026,1408916
Mycobacterium tuberculosis UT0030,1408918
Mycobacterium tuberculosis UT0034,1408919
Mycobacterium tuberculosis UT0036,1408920
Mycobacterium tuberculosis UT0037,1408921
Mycobacterium tuberculosis UT0038,1408922
Mycobacterium tuberculosis UT0040,1408923
Mycobacterium tuberculosis UT0041,1408924
Mycobacterium tuberculosis UT0044,1408925
Mycobacterium tuberculosis UT0045,1408926
Mycobacterium tuberculosis UT0046,1408927
Mycobacterium tuberculosis UT0048,1408928
Mycobacterium tuberculosis UT0050,1408929
Mycobacterium tuberculosis UT0051,1408930
Mycobacterium tuberculosis UT0052,1408931
Mycobacterium tuberculosis UT0053,1408932
Mycobacterium tuberculosis UT0055,1408933
Mycobacterium tuberculosis UT0056,1408934
Mycobacterium tuberculosis UT0057,1408935
Mycobacterium tuberculosis UT0058,1408936
Mycobacterium tuberculosis UT0059,1408937
Mycobacterium tuberculosis UT0060,1408938
Mycobacterium tuberculosis UT0067,1408939
Mycobacterium tuberculosis UT0069,1408940
Mycobacterium tuberculosis UT0070,1408941
Mycobacterium tuberculosis UT0071,1408942
Mycobacterium tuberculosis UT0075,1408943
Mycobacterium tuberculosis UT0077,1408944
Mycobacterium tuberculosis UT0079,1408945
Mycobacterium tuberculosis UT0080,1408946
Mycobacterium tuberculosis UT0082,1408947
Mycobacterium tuberculosis UT0083,1408948
Mycobacterium tuberculosis UT0084,1408949
Mycobacterium tuberculosis UT0085,1408950
Mycobacterium tuberculosis UT0087,1408951
Mycobacterium tuberculosis UT0088,1408952
Mycobacterium tuberculosis UT0089,1408953
Mycobacterium tuberculosis UT0090,1408954
Mycobacterium tuberculosis UT0091,1408955
Mycobacterium tuberculosis UT0092,1408956
Mycobacterium tuberculosis UT0093,1408957
Mycobacterium tuberculosis UT0094,1408958
Mycobacterium tuberculosis UT0096,1408959
Mycobacterium tuberculosis UT0097,1408960
Mycobacterium tuberculosis UT0100,1408962
Mycobacterium tuberculosis UT0104,1408963
Mycobacterium tuberculosis UT0105,1408964
Mycobacterium tuberculosis UT0106,1408965
Mycobacterium tuberculosis UT0110,1408967
Mycobacterium tuberculosis UT0112,1408968
Mycobacterium tuberculosis UT0113,1408969
Mycobacterium tuberculosis UT0115,1408970
Mycobacterium tuberculosis UT0116,1408971
Mycobacterium tuberculosis UT0118,1408972
Mycobacterium tuberculosis UT0123,1408973
Mycobacterium tuberculosis UT0124,1408974
Mycobacterium tuberculosis UT0017,1408975
Mycobacterium tuberculosis KT-0004,1417008
Mycobacterium tuberculosis KT-0010,1417009
Mycobacterium tuberculosis KT-0012,1417010
Mycobacterium tuberculosis KT-0018,1417011
Mycobacterium tuberculosis KT-0020,1417012
Mycobacterium tuberculosis KT-0025,1417013
Mycobacterium tuberculosis KT-0029,1417014
Mycobacterium tuberculosis KT-0031,1417015
Mycobacterium tuberculosis KT-0032,1417016
Mycobacterium tuberculosis KT-0033,1417017
Mycobacterium tuberculosis KT-0034,1417018
Mycobacterium tuberculosis KT-0037,1417019
Mycobacterium tuberculosis KT-0040,1417020
Mycobacterium tuberculosis KT-0042,1417021
Mycobacterium tuberculosis KT-0060,1417023
Mycobacterium tuberculosis KT-0067,1417026
Mycobacterium tuberculosis KT-0069,1417027
Mycobacterium tuberculosis KT-0081,1417028
Mycobacterium tuberculosis KT-0082,1417029
Mycobacterium tuberculosis KT-0086,1417030
Mycobacterium tuberculosis KT-0087,1417031
Mycobacterium tuberculosis OFXR-28,1418250
Mycobacterium tuberculosis 38765,1418251
Mycobacterium tuberculosis 49375,1418252
Mycobacterium tuberculosis 44503,1418253
Mycobacterium tuberculosis 51628,1418254
Mycobacterium tuberculosis 38088,1418255
Mycobacterium tuberculosis 36361,1418256
Mycobacterium tuberculosis TB_RSA01,1421917
Mycobacterium tuberculosis TB_RSA02,1421918
Mycobacterium tuberculosis TB_RSA03,1421919
Mycobacterium tuberculosis TB_RSA04,1421920
Mycobacterium tuberculosis TB_RSA05,1421921
Mycobacterium tuberculosis TB_RSA06,1421922
Mycobacterium tuberculosis TB_RSA07,1421923
Mycobacterium tuberculosis TB_RSA08,1421924
Mycobacterium tuberculosis TB_RSA09,1421925
Mycobacterium tuberculosis TB_RSA10,1421926
Mycobacterium tuberculosis TB_RSA11,1421927
Mycobacterium tuberculosis TB_RSA12,1421928
Mycobacterium tuberculosis TB_RSA13,1421929
Mycobacterium tuberculosis TB_RSA14,1421930
Mycobacterium tuberculosis TB_RSA15,1421931
Mycobacterium tuberculosis TB_RSA16,1421932
Mycobacterium tuberculosis TB_RSA17,1421933
Mycobacterium tuberculosis TB_RSA18,1421934
Mycobacterium tuberculosis TB_RSA19,1421935
Mycobacterium tuberculosis TB_RSA20,1421936
Mycobacterium tuberculosis TB_RSA21,1421937
Mycobacterium tuberculosis TB_RSA22,1421938
Mycobacterium tuberculosis TB_RSA23,1421939
Mycobacterium tuberculosis TB_RSA24,1421940
Mycobacterium tuberculosis TB_RSA25,1421941
Mycobacterium tuberculosis TB_RSA26,1421942
Mycobacterium tuberculosis TB_RSA27,1421943
Mycobacterium tuberculosis TB_RSA28,1421944
Mycobacterium tuberculosis TB_RSA29,1421945
Mycobacterium tuberculosis TB_RSA30,1421946
Mycobacterium tuberculosis TB_RSA31,1421947
Mycobacterium tuberculosis TB_RSA32,1421948
Mycobacterium tuberculosis TB_RSA33,1421949
Mycobacterium tuberculosis TB_RSA34,1421950
Mycobacterium tuberculosis TB_RSA35,1421951
Mycobacterium tuberculosis TB_RSA36,1421952
Mycobacterium tuberculosis TB_RSA37,1421953
Mycobacterium tuberculosis TB_RSA38,1421954
Mycobacterium tuberculosis TB_RSA39,1421955
Mycobacterium tuberculosis TB_RSA40,1421956
Mycobacterium tuberculosis TB_RSA41,1421957
Mycobacterium tuberculosis TB_RSA42,1421958
Mycobacterium tuberculosis TB_RSA43,1421959
Mycobacterium tuberculosis TB_RSA44,1421960
Mycobacterium tuberculosis TB_RSA45,1421961
Mycobacterium tuberculosis TB_RSA46,1421962
Mycobacterium tuberculosis TB_RSA48,1421964
Mycobacterium tuberculosis TB_RSA49,1421965
Mycobacterium tuberculosis TB_RSA50,1421966
Mycobacterium tuberculosis TB_RSA51,1421967
Mycobacterium tuberculosis TB_RSA52,1421968
Mycobacterium tuberculosis TB_RSA53,1421969
Mycobacterium tuberculosis TB_RSA54,1421970
Mycobacterium tuberculosis TB_RSA55,1421971
Mycobacterium tuberculosis TB_RSA56,1421972
Mycobacterium tuberculosis TB_RSA57,1421973
Mycobacterium tuberculosis TB_RSA58,1421974
Mycobacterium tuberculosis TB_RSA59,1421975
Mycobacterium tuberculosis TB_RSA60,1421976
Mycobacterium tuberculosis TB_RSA61,1421977
Mycobacterium tuberculosis TB_RSA62,1421978
Mycobacterium tuberculosis TB_RSA63,1421979
Mycobacterium tuberculosis TB_RSA64,1421980
Mycobacterium tuberculosis TB_RSA66,1421982
Mycobacterium tuberculosis TB_RSA67,1421983
Mycobacterium tuberculosis TB_RSA68,1421984
Mycobacterium tuberculosis TB_RSA69,1421985
Mycobacterium tuberculosis TB_RSA70,1421986
Mycobacterium tuberculosis TB_RSA71,1421987
Mycobacterium tuberculosis TB_RSA72,1421988
Mycobacterium tuberculosis TB_RSA73,1421989
Mycobacterium tuberculosis TB_RSA74,1421990
Mycobacterium tuberculosis TB_RSA75,1421991
Mycobacterium tuberculosis TB_RSA76,1421992
Mycobacterium tuberculosis TB_RSA77,1421993
Mycobacterium tuberculosis TB_RSA78,1421994
Mycobacterium tuberculosis TB_RSA79,1421995
Mycobacterium tuberculosis TB_RSA80,1421996
Mycobacterium tuberculosis TB_RSA81,1421997
Mycobacterium tuberculosis TB_RSA82,1421998
Mycobacterium tuberculosis TB_RSA83,1421999
Mycobacterium tuberculosis TB_RSA84,1422000
Mycobacterium tuberculosis TB_RSA85,1422001
Mycobacterium tuberculosis TB_RSA86,1422002
Mycobacterium tuberculosis TB_RSA87,1422003
Mycobacterium tuberculosis TB_RSA88,1422004
Mycobacterium tuberculosis TB_RSA89,1422005
Mycobacterium tuberculosis TB_RSA90,1422006
Mycobacterium tuberculosis TB_RSA91,1422007
Mycobacterium tuberculosis TB_RSA92,1422008
Mycobacterium tuberculosis TB_RSA93,1422009
Mycobacterium tuberculosis TB_RSA94,1422010
Mycobacterium tuberculosis TB_RSA95,1422011
Mycobacterium tuberculosis TB_RSA96,1422012
Mycobacterium tuberculosis TB_RSA97,1422013
Mycobacterium tuberculosis TB_RSA98,1422014
Mycobacterium tuberculosis TB_RSA99,1422015
Mycobacterium tuberculosis TB_RSA100,1422016
Mycobacterium tuberculosis TB_RSA101,1422017
Mycobacterium tuberculosis TB_RSA102,1422018
Mycobacterium tuberculosis TB_RSA103,1422019
Mycobacterium tuberculosis TB_RSA104,1422020
Mycobacterium tuberculosis TB_RSA105,1422021
Mycobacterium tuberculosis TB_RSA106,1422022
Mycobacterium tuberculosis TB_RSA107,1422023
Mycobacterium tuberculosis TB_RSA108,1422024
Mycobacterium tuberculosis TB_RSA109,1422025
Mycobacterium tuberculosis TB_RSA110,1422026
Mycobacterium tuberculosis TB_RSA111,1422027
Mycobacterium tuberculosis TB_RSA113,1422029
Mycobacterium tuberculosis TB_RSA114,1422030
Mycobacterium tuberculosis TB_RSA117,1422033
Mycobacterium tuberculosis TB_RSA118,1422034
Mycobacterium tuberculosis TB_RSA119,1422035
Mycobacterium tuberculosis TB_RSA120,1422036
Mycobacterium tuberculosis TB_RSA121,1422037
Mycobacterium tuberculosis TB_RSA122,1422038
Mycobacterium tuberculosis TB_RSA123,1422039
Mycobacterium tuberculosis TB_RSA124,1422040
Mycobacterium tuberculosis TB_RSA125,1422041
Mycobacterium tuberculosis TB_RSA126,1422042
Mycobacterium tuberculosis TB_RSA127,1422043
Mycobacterium tuberculosis TB_RSA128,1422044
Mycobacterium tuberculosis TB_RSA129,1422045
Mycobacterium tuberculosis TB_RSA130,1422046
Mycobacterium tuberculosis TB_RSA131,1422047
Mycobacterium tuberculosis TB_RSA132,1422048
Mycobacterium tuberculosis TB_RSA133,1422049
Mycobacterium tuberculosis TB_RSA134,1422050
Mycobacterium tuberculosis TB_RSA135,1422051
Mycobacterium tuberculosis TB_RSA136,1422052
Mycobacterium tuberculosis TB_RSA137,1422053
Mycobacterium tuberculosis TB_RSA138,1422054
Mycobacterium tuberculosis TB_RSA139,1422055
Mycobacterium tuberculosis TB_RSA140,1422056
Mycobacterium tuberculosis TB_RSA141,1422057
Mycobacterium tuberculosis TB_RSA142,1422058
Mycobacterium tuberculosis TB_RSA143,1422059
Mycobacterium tuberculosis TB_RSA144,1422060
Mycobacterium tuberculosis TB_RSA145,1422061
Mycobacterium tuberculosis TB_RSA146,1422062
Mycobacterium tuberculosis TB_RSA147,1422063
Mycobacterium tuberculosis TB_RSA148,1422064
Mycobacterium tuberculosis TB_RSA149,1422065
Mycobacterium tuberculosis TB_RSA150,1422066
Mycobacterium tuberculosis TB_RSA151,1422067
Mycobacterium tuberculosis TB_RSA152,1422068
Mycobacterium tuberculosis TB_RSA153,1422069
Mycobacterium tuberculosis TB_RSA154,1422070
Mycobacterium tuberculosis TB_RSA155,1422071
Mycobacterium tuberculosis TB_RSA156,1422072
Mycobacterium tuberculosis TB_RSA157,1422073
Mycobacterium tuberculosis TB_RSA158,1422074
Mycobacterium tuberculosis TB_RSA159,1422075
Mycobacterium tuberculosis TB_RSA160,1422076
Mycobacterium tuberculosis TB_RSA161,1422077
Mycobacterium tuberculosis TB_RSA162,1422078
Mycobacterium tuberculosis TB_RSA163,1422079
Mycobacterium tuberculosis TB_RSA164,1422080
Mycobacterium tuberculosis TB_RSA165,1422081
Mycobacterium tuberculosis TB_RSA166,1422082
Mycobacterium tuberculosis TB_RSA167,1422083
Mycobacterium tuberculosis TB_RSA168,1422084
Mycobacterium tuberculosis TB_RSA169,1422085
Mycobacterium tuberculosis TB_RSA170,1422086
Mycobacterium tuberculosis TB_RSA171,1422087
Mycobacterium tuberculosis TB_RSA172,1422088
Mycobacterium tuberculosis TB_RSA173,1422089
Mycobacterium tuberculosis TB_RSA174,1422090
Mycobacterium tuberculosis TB_RSA175,1422091
Mycobacterium tuberculosis TB_RSA176,1422092
Mycobacterium tuberculosis TB_RSA177,1422093
Mycobacterium tuberculosis TB_RSA178,1422094
Mycobacterium tuberculosis TB_RSA179,1422095
Mycobacterium tuberculosis TB_RSA180,1422096
Mycobacterium tuberculosis TB_RSA181,1422097
Mycobacterium tuberculosis TB_RSA182,1422098
Mycobacterium tuberculosis TB_RSA184,1422100
Mycobacterium tuberculosis TB_RSA189,1422103
Mycobacterium tuberculosis TB_RSA190,1422104
Mycobacterium tuberculosis TB_RSA191,1422105
Mycobacterium tuberculosis TB_RSA192,1422106
Mycobacterium tuberculosis TB_RSA193,1422107
Mycobacterium tuberculosis TB_RSA194,1422108
Mycobacterium tuberculosis TB_RSA195,1422109
Mycobacterium tuberculosis TB_RSA196,1422110
Mycobacterium tuberculosis TB_RSA197,1422111
Mycobacterium tuberculosis TB_RSA199,1422112
Mycobacterium tuberculosis TB_RSA200,1422113
Mycobacterium tuberculosis BTB03-012,1423425
Mycobacterium tuberculosis BTB03-108,1423426
Mycobacterium tuberculosis BTB04-120,1423427
Mycobacterium tuberculosis BTB05-481,1423428
Mycobacterium tuberculosis BTB07-168,1423429
Mycobacterium tuberculosis BTB03-168,1423430
Mycobacterium tuberculosis BTB03-169,1423431
Mycobacterium tuberculosis BTB04-001,1423432
Mycobacterium tuberculosis BTB04-011,1423435
Mycobacterium tuberculosis BTB04-097,1423436
Mycobacterium tuberculosis BTB03-142,1423437
Mycobacterium tuberculosis BTB04-128,1423438
Mycobacterium tuberculosis BTB04-158,1423439
Mycobacterium tuberculosis BTB04-172,1423440
Mycobacterium tuberculosis BTB04-388,1423441
Mycobacterium tuberculosis BTB04-416,1423442
Mycobacterium tuberculosis BTB04-452,1423443
Mycobacterium tuberculosis BTB05-001,1423444
Mycobacterium tuberculosis BTB05-013,1423445
Mycobacterium tuberculosis BTB05-285,1423446
Mycobacterium tuberculosis BTB05-348,1423447
Mycobacterium tuberculosis BTB05-371,1423448
Mycobacterium tuberculosis BTB03-143,1423449
Mycobacterium tuberculosis BTB05-650,1423450
Mycobacterium tuberculosis BTB05-660,1423451
Mycobacterium tuberculosis BTB06-001,1423452
Mycobacterium tuberculosis BTB06-340,1423453
Mycobacterium tuberculosis BTB06-467,1423454
Mycobacterium tuberculosis BTB06-494,1423455
Mycobacterium tuberculosis BTB07-001,1423456
Mycobacterium tuberculosis BTB07-034,1423457
Mycobacterium tuberculosis BTB07-070,1423458
Mycobacterium tuberculosis BTB07-123,1423459
Mycobacterium tuberculosis BTB07-126,1423460
Mycobacterium tuberculosis BTB03-144,1423461
Mycobacterium tuberculosis BTB07-170,1423462
Mycobacterium tuberculosis BTB07-206,1423463
Mycobacterium tuberculosis BTB07-234,1423464
Mycobacterium tuberculosis BTB07-243,1423465
Mycobacterium tuberculosis BTB07-246,1423466
Mycobacterium tuberculosis BTB07-254,1423467
Mycobacterium tuberculosis BTB07-261,1423468
Mycobacterium tuberculosis BTB07-275,1423469
Mycobacterium tuberculosis BTB07-283,1423470
Mycobacterium tuberculosis BTB07-299,1423471
Mycobacterium tuberculosis BTB07-300,1423472
Mycobacterium tuberculosis BTB07-314,1423473
Mycobacterium tuberculosis BTB07-323,1423474
Mycobacterium tuberculosis BTB07-324,1423475
Mycobacterium tuberculosis BTB07-325,1423476
Mycobacterium tuberculosis BTB07-327,1423477
Mycobacterium tuberculosis BTB07-354,1423478
Mycobacterium tuberculosis BTB08-001,1423479
Mycobacterium tuberculosis BTB08-014,1423480
Mycobacterium tuberculosis BTB08-022,1423481
Mycobacterium tuberculosis BTB08-043,1423482
Mycobacterium tuberculosis BTB08-072,1423483
Mycobacterium tuberculosis BTB08-093,1423484
Mycobacterium tuberculosis BTB08-148,1423485
Mycobacterium tuberculosis BTB08-183,1423486
Mycobacterium tuberculosis BTB08-221,1423487
Mycobacterium tuberculosis BTB08-283,1423488
Mycobacterium tuberculosis BTB08-288,1423489
Mycobacterium tuberculosis BTB08-309,1423490
Mycobacterium tuberculosis BTB08-356,1423492
Mycobacterium tuberculosis BTB08-362,1423493
Mycobacterium tuberculosis BTB08-394,1423494
Mycobacterium tuberculosis BTB08-395,1423495
Mycobacterium tuberculosis BTB09-001,1423496
Mycobacterium tuberculosis BTB09-036,1423497
Mycobacterium tuberculosis BTB09-058,1423498
Mycobacterium tuberculosis BTB09-085,1423499
Mycobacterium tuberculosis BTB09-086,1423500
Mycobacterium tuberculosis BTB09-091,1423501
Mycobacterium tuberculosis BTB09-151,1423502
Mycobacterium tuberculosis BTB09-157,1423503
Mycobacterium tuberculosis BTB09-184,1423504
Mycobacterium tuberculosis BTB09-230,1423505
Mycobacterium tuberculosis BTB09-377,1423506
Mycobacterium tuberculosis BTB09-382,1423507
Mycobacterium tuberculosis BTB09-453,1423508
Mycobacterium tuberculosis BTB09-485,1423509
Mycobacterium tuberculosis BTB09-553,1423510
Mycobacterium tuberculosis BTB09-554,1423511
Mycobacterium tuberculosis BTB09-565,1423512
Mycobacterium tuberculosis BTB10-001,1423513
Mycobacterium tuberculosis BTB10-005,1423514
Mycobacterium tuberculosis BTB10-092,1423515
Mycobacterium tuberculosis BTB10-097,1423516
Mycobacterium tuberculosis BTB10-120,1423517
Mycobacterium tuberculosis BTB10-142,1423518
Mycobacterium tuberculosis BTB10-253,1423519
Mycobacterium tuberculosis BTB10-257,1423520
Mycobacterium tuberculosis BTB10-258,1423521
Mycobacterium tuberculosis BTB10-277,1423522
Mycobacterium tuberculosis BTB10-295,1423523
Mycobacterium tuberculosis BTB10-305,1423524
Mycobacterium tuberculosis BTB10-308,1423525
Mycobacterium tuberculosis BTB10-357,1423526
Mycobacterium tuberculosis BTB10-367,1423527
Mycobacterium tuberculosis BTB10-406,1423528
Mycobacterium tuberculosis BTB10-422,1423529
Mycobacterium tuberculosis BTB10-426,1423530
Mycobacterium tuberculosis BTB10-472,1423531
Mycobacterium tuberculosis BTB10-487,1423532
Mycobacterium tuberculosis BTB11-001,1423533
Mycobacterium tuberculosis BTB11-027,1423534
Mycobacterium tuberculosis BTB11-047,1423535
Mycobacterium tuberculosis BTB11-112,1423536
Mycobacterium tuberculosis BTB11-133,1423537
Mycobacterium tuberculosis BTB11-139,1423538
Mycobacterium tuberculosis BTB11-160,1423539
Mycobacterium tuberculosis BTB11-192,1423540
Mycobacterium tuberculosis BTB11-195,1423541
Mycobacterium tuberculosis BTB11-207,1423542
Mycobacterium tuberculosis BTB11-210,1423543
Mycobacterium tuberculosis BTB11-214,1423544
Mycobacterium tuberculosis BTB11-236,1423545
Mycobacterium tuberculosis BTB11-250,1423546
Mycobacterium tuberculosis BTB11-289,1423547
Mycobacterium tuberculosis BTB11-299,1423548
Mycobacterium tuberculosis BTB11-300,1423549
Mycobacterium tuberculosis BTB11-343,1423550
Mycobacterium tuberculosis BTB11-371,1423551
Mycobacterium tuberculosis BTB12-001,1423552
Mycobacterium tuberculosis BTB12-002,1423553
Mycobacterium tuberculosis BTB12-046,1423554
Mycobacterium tuberculosis BTB12-054,1423555
Mycobacterium tuberculosis BTB12-094,1423556
Mycobacterium tuberculosis BTB12-162,1423557
Mycobacterium tuberculosis BTB12-206,1423558
Mycobacterium tuberculosis BTB12-211,1423559
Mycobacterium tuberculosis BTB12-294,1423560
Mycobacterium tuberculosis BTB12-304,1423561
Mycobacterium tuberculosis BTB12-305,1423562
Mycobacterium tuberculosis BTB12-313,1423563
Mycobacterium tuberculosis BTB12-314,1423564
Mycobacterium tuberculosis BTB12-315,1423565
Mycobacterium tuberculosis BTB12-384,1423566
Mycobacterium tuberculosis BTB12-400,1423567
Mycobacterium tuberculosis BTB12-449,1423568
Mycobacterium tuberculosis BTB13-001,1423569
Mycobacterium tuberculosis BTB13-063,1423570
Mycobacterium tuberculosis BTB13-089,1423571
Mycobacterium tuberculosis BTB13-127,1423572
Mycobacterium tuberculosis BTB13-128,1423573
Mycobacterium tuberculosis BTB13-156,1423574
Mycobacterium tuberculosis BTB13-206,1423575
Mycobacterium tuberculosis BTB13-222,1423576
Mycobacterium tuberculosis BTB13-276,1423577
Mycobacterium tuberculosis XTB13-081,1427177
Mycobacterium tuberculosis XTB13-082,1427178
Mycobacterium tuberculosis XTB13-083,1427179
Mycobacterium tuberculosis XTB13-084,1427180
Mycobacterium tuberculosis XTB13-086,1427181
Mycobacterium tuberculosis XTB13-088,1427182
Mycobacterium tuberculosis XTB13-089,1427183
Mycobacterium tuberculosis XTB13-091,1427185
Mycobacterium tuberculosis XTB13-092,1427186
Mycobacterium tuberculosis XTB13-093,1427187
Mycobacterium tuberculosis XTB13-094,1427188
Mycobacterium tuberculosis XTB13-095,1427189
Mycobacterium tuberculosis XTB13-096,1427190
Mycobacterium tuberculosis XTB13-097,1427191
Mycobacterium tuberculosis XTB13-098,1427192
Mycobacterium tuberculosis XTB13-100,1427193
Mycobacterium tuberculosis XTB13-102,1427194
Mycobacterium tuberculosis XTB13-103,1427195
Mycobacterium tuberculosis XTB13-104,1427196
Mycobacterium tuberculosis XTB13-105,1427197
Mycobacterium tuberculosis XTB13-107,1427199
Mycobacterium tuberculosis XTB13-108,1427200
Mycobacterium tuberculosis XTB13-110,1427202
Mycobacterium tuberculosis XTB13-111,1427203
Mycobacterium tuberculosis XTB13-112,1427204
Mycobacterium tuberculosis XTB13-113,1427205
Mycobacterium tuberculosis XTB13-114,1427206
Mycobacterium tuberculosis XTB13-115,1427207
Mycobacterium tuberculosis XTB13-116,1427208
Mycobacterium tuberculosis XTB13-117,1427209
Mycobacterium tuberculosis XTB13-119,1427210
Mycobacterium tuberculosis XTB13-120,1427211
Mycobacterium tuberculosis XTB13-121,1427212
Mycobacterium tuberculosis XTB13-122,1427213
Mycobacterium tuberculosis XTB13-123,1427214
Mycobacterium tuberculosis XTB13-124,1427215
Mycobacterium tuberculosis XTB13-125,1427216
Mycobacterium tuberculosis XTB13-126,1427217
Mycobacterium tuberculosis XTB13-127,1427218
Mycobacterium tuberculosis XTB13-128,1427219
Mycobacterium tuberculosis XTB13-131,1427221
Mycobacterium tuberculosis XTB13-132,1427222
Mycobacterium tuberculosis XTB13-133,1427223
Mycobacterium tuberculosis XTB13-134,1427224
Mycobacterium tuberculosis XTB13-135,1427225
Mycobacterium tuberculosis XTB13-136,1427226
Mycobacterium tuberculosis XTB13-137,1427227
Mycobacterium tuberculosis XTB13-138,1427228
Mycobacterium tuberculosis XTB13-140,1427229
Mycobacterium tuberculosis XTB13-141,1427230
Mycobacterium tuberculosis XTB13-142,1427231
Mycobacterium tuberculosis XTB13-143,1427232
Mycobacterium tuberculosis XTB13-144,1427233
Mycobacterium tuberculosis XTB13-145,1427234
Mycobacterium tuberculosis XTB13-146,1427235
Mycobacterium tuberculosis XTB13-147,1427236
Mycobacterium tuberculosis XTB13-150,1427237
Mycobacterium tuberculosis XTB13-152,1427238
Mycobacterium tuberculosis XTB13-153,1427239
Mycobacterium tuberculosis XTB13-154,1427240
Mycobacterium tuberculosis XTB13-155,1427241
Mycobacterium tuberculosis XTB13-156,1427242
Mycobacterium tuberculosis XTB13-158,1427243
Mycobacterium tuberculosis XTB13-159,1427244
Mycobacterium tuberculosis XTB13-161,1427245
Mycobacterium tuberculosis XTB13-162,1427246
Mycobacterium tuberculosis XTB13-165,1427248
Mycobacterium tuberculosis XTB13-167,1427249
Mycobacterium tuberculosis XTB13-168,1427250
Mycobacterium tuberculosis XTB13-169,1427251
Mycobacterium tuberculosis XTB13-172,1427252
Mycobacterium tuberculosis XTB13-173,1427253
Mycobacterium tuberculosis XTB13-175,1427254
Mycobacterium tuberculosis XTB13-176,1427255
Mycobacterium tuberculosis XTB13-177,1427256
Mycobacterium tuberculosis XTB13-178,1427257
Mycobacterium tuberculosis XTB13-179,1427258
Mycobacterium tuberculosis XTB13-180,1427259
Mycobacterium tuberculosis XTB13-182,1427260
