Genome_Name,TaxonID
Mycobacterium tuberculosis H111060034,1773
Mycobacterium tuberculosis H130520152,1773
Mycobacterium tuberculosis H134060565,1773
Mycobacterium tuberculosis H115180008,1773
Mycobacterium tuberculosis H142680039,1773
Mycobacterium tuberculosis H133460009,1773
Mycobacterium tuberculosis H121400003,1773
Mycobacterium tuberculosis H102060503,1773
Mycobacterium tuberculosis H120320024,1773
Mycobacterium tuberculosis H103380436,1773
Mycobacterium tuberculosis H141480065,1773
Mycobacterium tuberculosis H101480093,1773
Mycobacterium tuberculosis H101320216,1773
Mycobacterium tuberculosis H142640017,1773
Mycobacterium tuberculosis H150140251,1773
Mycobacterium tuberculosis H133740011,1773
Mycobacterium tuberculosis H121460028,1773
Mycobacterium tuberculosis H142180021,1773
Mycobacterium tuberculosis H140120166,1773
Mycobacterium tuberculosis H110380009,1773
Mycobacterium tuberculosis H111100025,1773
Mycobacterium tuberculosis H130140042,1773
Mycobacterium tuberculosis H132340027,1773
Mycobacterium tuberculosis H112260020,1773
Mycobacterium tuberculosis H143340168,1773
Mycobacterium tuberculosis H145180186,1773
Mycobacterium tuberculosis H141960036,1773
Mycobacterium tuberculosis H122240093,1773
Mycobacterium tuberculosis H102800104,1773
Mycobacterium tuberculosis H131140031,1773
Mycobacterium tuberculosis H150280022,1773
Mycobacterium tuberculosis H113760006,1773
Mycobacterium tuberculosis H112420348,1773
Mycobacterium tuberculosis H144400036,1773
Mycobacterium tuberculosis H104640024,1773
Mycobacterium tuberculosis H104420157,1773
Mycobacterium tuberculosis H130980067,1773
Mycobacterium tuberculosis H112580038,1773
Mycobacterium tuberculosis H142480019,1773
Mycobacterium tuberculosis H132920061,1773
Mycobacterium tuberculosis H122680006,1773
Mycobacterium tuberculosis H131020009,1773
Mycobacterium tuberculosis H122800063,1773
Mycobacterium tuberculosis H143540187,1773
Mycobacterium tuberculosis H112900016,1773
Mycobacterium tuberculosis H114840035,1773
Mycobacterium tuberculosis H111200010,1773
Mycobacterium tuberculosis H111540283,1773
Mycobacterium tuberculosis H123320016,1773
Mycobacterium tuberculosis H124940231,1773
Mycobacterium tuberculosis H122160005,1773
Mycobacterium tuberculosis H110800119,1773
Mycobacterium tuberculosis H102500149,1773
Mycobacterium tuberculosis H103060006,1773
Mycobacterium tuberculosis H120380038,1773
Mycobacterium tuberculosis H130240005,1773
Mycobacterium tuberculosis H102360099,1773
Mycobacterium tuberculosis H111140023,1773
Mycobacterium tuberculosis H101740076,1773
Mycobacterium tuberculosis H124600163,1773
Mycobacterium tuberculosis H131920005,1773
Mycobacterium tuberculosis H132740087,1773
Mycobacterium tuberculosis H142440048,1773
Mycobacterium tuberculosis H121760053,1773
Mycobacterium tuberculosis H105100002,1773
Mycobacterium tuberculosis H114440076,1773
Mycobacterium tuberculosis H112540008,1773
Mycobacterium tuberculosis H102560096,1773
Mycobacterium tuberculosis H103860005,1773
Mycobacterium tuberculosis H110740021,1773
Mycobacterium tuberculosis H133000022,1773
Mycobacterium tuberculosis H123240040,1773
Mycobacterium tuberculosis H131820988,1773
Mycobacterium tuberculosis H113980021,1773
Mycobacterium tuberculosis H104800203,1773
Mycobacterium tuberculosis H112020004,1773
Mycobacterium tuberculosis H111100143,1773
Mycobacterium tuberculosis H114960023,1773
Mycobacterium tuberculosis H131360146,1773
Mycobacterium tuberculosis H103520338,1773
Mycobacterium tuberculosis H112640132,1773
Mycobacterium tuberculosis H142980133,1773
Mycobacterium tuberculosis H130600143,1773
Mycobacterium tuberculosis H110580004,1773
Mycobacterium tuberculosis H121920020,1773
Mycobacterium tuberculosis H131440141,1773
Mycobacterium tuberculosis H131280121,1773
Mycobacterium tuberculosis H101880135,1773
Mycobacterium tuberculosis H132620007,1773
Mycobacterium tuberculosis H143580008,1773
Mycobacterium tuberculosis H130600152,1773
Mycobacterium tuberculosis H104960117,1773
Mycobacterium tuberculosis H142060040,1773
Mycobacterium tuberculosis H111960042,1773
Mycobacterium tuberculosis H130160090,1773
Mycobacterium tuberculosis H140700024,1773
Mycobacterium tuberculosis H115260013,1773
Mycobacterium tuberculosis H120160158,1773
Mycobacterium tuberculosis H133580033,1773
Mycobacterium tuberculosis H112020026,1773
Mycobacterium tuberculosis H110640051,1773
Mycobacterium tuberculosis H120840035,1773
Mycobacterium tuberculosis H113560505,1773
Mycobacterium tuberculosis H130800564,1773
Mycobacterium tuberculosis H113240071,1773
Mycobacterium tuberculosis H125180079,1773
Mycobacterium tuberculosis H121580062,1773
Mycobacterium tuberculosis H130800044,1773
Mycobacterium tuberculosis H102760384,1773
Mycobacterium tuberculosis H130840124,1773
Mycobacterium tuberculosis H101860438,1773
Mycobacterium tuberculosis H120640724,1773
Mycobacterium tuberculosis H133020025,1773
Mycobacterium tuberculosis H112440006,1773
Mycobacterium tuberculosis H130260029,1773
Mycobacterium tuberculosis H113240102,1773
Mycobacterium tuberculosis NL000,1773
Mycobacterium tuberculosis NL001,1773
Mycobacterium tuberculosis NL002,1773
Mycobacterium tuberculosis NL003,1773
Mycobacterium tuberculosis NL004,1773
Mycobacterium tuberculosis NL005,1773
Mycobacterium tuberculosis NL006,1773
Mycobacterium tuberculosis NL007,1773
Mycobacterium tuberculosis NL009,1773
Mycobacterium tuberculosis NL010,1773
Mycobacterium tuberculosis NL011,1773
Mycobacterium tuberculosis NL012,1773
Mycobacterium tuberculosis NL013,1773
Mycobacterium tuberculosis NL014,1773
Mycobacterium tuberculosis NL015,1773
Mycobacterium tuberculosis NL016,1773
Mycobacterium tuberculosis NL017,1773
Mycobacterium tuberculosis NL018,1773
Mycobacterium tuberculosis NL019,1773
Mycobacterium tuberculosis NL020,1773
Mycobacterium tuberculosis NL021,1773
Mycobacterium tuberculosis NL022,1773
Mycobacterium tuberculosis NL023,1773
Mycobacterium tuberculosis NL025,1773
Mycobacterium tuberculosis NL028,1773
Mycobacterium tuberculosis NL029,1773
Mycobacterium tuberculosis NL031,1773
Mycobacterium tuberculosis NL032,1773
Mycobacterium tuberculosis NL034,1773
Mycobacterium tuberculosis NL035,1773
Mycobacterium tuberculosis NL036,1773
Mycobacterium tuberculosis NL037,1773
Mycobacterium tuberculosis NL039,1773
Mycobacterium tuberculosis NL038,1773
Mycobacterium tuberculosis NL040,1773
Mycobacterium tuberculosis NL041,1773
Mycobacterium tuberculosis NL042,1773
Mycobacterium tuberculosis NL043,1773
Mycobacterium tuberculosis NL044,1773
Mycobacterium tuberculosis NL045,1773
Mycobacterium tuberculosis NL046,1773
Mycobacterium tuberculosis NL047,1773
Mycobacterium tuberculosis NL048,1773
Mycobacterium tuberculosis NL050,1773
Mycobacterium tuberculosis NL052,1773
Mycobacterium tuberculosis NL053,1773
Mycobacterium tuberculosis NL054,1773
Mycobacterium tuberculosis NL055,1773
Mycobacterium tuberculosis NL056,1773
Mycobacterium tuberculosis NL058,1773
Mycobacterium tuberculosis NL059,1773
Mycobacterium tuberculosis NL060,1773
Mycobacterium tuberculosis NL061,1773
Mycobacterium tuberculosis NL062,1773
Mycobacterium tuberculosis NL063,1773
Mycobacterium tuberculosis NL064,1773
Mycobacterium tuberculosis NL065,1773
Mycobacterium tuberculosis NL066,1773
Mycobacterium tuberculosis NL068,1773
Mycobacterium tuberculosis NL069,1773
Mycobacterium tuberculosis NL070,1773
Mycobacterium tuberculosis NL071,1773
Mycobacterium tuberculosis NL073,1773
Mycobacterium tuberculosis NL072,1773
Mycobacterium tuberculosis NL074,1773
Mycobacterium tuberculosis NL075,1773
Mycobacterium tuberculosis NL076,1773
Mycobacterium tuberculosis NL077,1773
Mycobacterium tuberculosis NL079,1773
Mycobacterium tuberculosis NL080,1773
Mycobacterium tuberculosis NL081,1773
Mycobacterium tuberculosis NL082,1773
Mycobacterium tuberculosis NL083,1773
Mycobacterium tuberculosis NL084,1773
Mycobacterium tuberculosis NL085,1773
Mycobacterium tuberculosis NL086,1773
Mycobacterium tuberculosis NL087,1773
Mycobacterium tuberculosis NL088,1773
Mycobacterium tuberculosis NL089,1773
Mycobacterium tuberculosis NL090,1773
Mycobacterium tuberculosis NL091,1773
Mycobacterium tuberculosis NL092,1773
Mycobacterium tuberculosis NL093,1773
Mycobacterium tuberculosis NL094,1773
Mycobacterium tuberculosis NL095,1773
Mycobacterium tuberculosis NL097,1773
Mycobacterium tuberculosis NL096,1773
Mycobacterium tuberculosis NL098,1773
Mycobacterium tuberculosis NL099,1773
Mycobacterium tuberculosis NL100,1773
Mycobacterium tuberculosis NL101,1773
Mycobacterium tuberculosis NL102,1773
Mycobacterium tuberculosis NL103,1773
Mycobacterium tuberculosis NL104,1773
Mycobacterium tuberculosis NL105,1773
Mycobacterium tuberculosis NL106,1773
Mycobacterium tuberculosis NL107,1773
Mycobacterium tuberculosis NL108,1773
Mycobacterium tuberculosis NL109,1773
Mycobacterium tuberculosis NL110,1773
Mycobacterium tuberculosis NL111,1773
Mycobacterium tuberculosis NL112,1773
Mycobacterium tuberculosis NL115,1773
Mycobacterium tuberculosis NL116,1773
Mycobacterium tuberculosis NL117,1773
Mycobacterium tuberculosis NL118,1773
Mycobacterium tuberculosis NL119,1773
Mycobacterium tuberculosis NL120,1773
Mycobacterium tuberculosis NL124,1773
Mycobacterium tuberculosis NL125,1773
Mycobacterium tuberculosis NL126,1773
Mycobacterium tuberculosis NL128,1773
Mycobacterium tuberculosis NL129,1773
Mycobacterium tuberculosis NL130,1773
Mycobacterium tuberculosis NL131,1773
Mycobacterium tuberculosis NL132,1773
Mycobacterium tuberculosis NL133,1773
Mycobacterium tuberculosis NL134,1773
Mycobacterium tuberculosis NL135,1773
Mycobacterium tuberculosis NL136,1773
Mycobacterium tuberculosis NL137,1773
Mycobacterium tuberculosis NL138,1773
Mycobacterium tuberculosis NL139,1773
Mycobacterium tuberculosis NL140,1773
Mycobacterium tuberculosis NL142,1773
Mycobacterium tuberculosis NL141,1773
Mycobacterium tuberculosis NL144,1773
Mycobacterium tuberculosis NL145,1773
Mycobacterium tuberculosis NL147,1773
Mycobacterium tuberculosis NL148,1773
Mycobacterium tuberculosis NL149,1773
Mycobacterium tuberculosis NL150,1773
Mycobacterium tuberculosis NL151,1773
Mycobacterium tuberculosis NL152,1773
Mycobacterium tuberculosis NL153,1773
Mycobacterium tuberculosis NL154,1773
Mycobacterium tuberculosis NL155,1773
Mycobacterium tuberculosis NL156,1773
Mycobacterium tuberculosis NL157,1773
Mycobacterium tuberculosis NL158,1773
Mycobacterium tuberculosis NL160,1773
Mycobacterium tuberculosis NL161,1773
Mycobacterium tuberculosis NL163,1773
Mycobacterium tuberculosis NL164,1773
Mycobacterium tuberculosis NL166,1773
Mycobacterium tuberculosis NL167,1773
Mycobacterium tuberculosis NL168,1773
Mycobacterium tuberculosis NL169,1773
Mycobacterium tuberculosis NL170,1773
Mycobacterium tuberculosis NL171,1773
Mycobacterium tuberculosis NL172,1773
Mycobacterium tuberculosis NL174,1773
Mycobacterium tuberculosis NL175,1773
Mycobacterium tuberculosis NL176,1773
Mycobacterium tuberculosis NL177,1773
Mycobacterium tuberculosis NL178,1773
Mycobacterium tuberculosis NL179,1773
Mycobacterium tuberculosis NL180,1773
Mycobacterium tuberculosis NL181,1773
Mycobacterium tuberculosis NL183,1773
Mycobacterium tuberculosis NL184,1773
Mycobacterium tuberculosis NL185,1773
Mycobacterium tuberculosis NL186,1773
Mycobacterium tuberculosis NL188,1773
Mycobacterium tuberculosis NL189,1773
Mycobacterium tuberculosis NL191,1773
Mycobacterium tuberculosis NL192,1773
Mycobacterium tuberculosis NL193,1773
Mycobacterium tuberculosis NL194,1773
Mycobacterium tuberculosis NL196,1773
Mycobacterium tuberculosis NL197,1773
Mycobacterium tuberculosis NL198,1773
Mycobacterium tuberculosis NL199,1773
Mycobacterium tuberculosis NL200,1773
Mycobacterium tuberculosis NL201,1773
Mycobacterium tuberculosis NL202,1773
Mycobacterium tuberculosis NL204,1773
Mycobacterium tuberculosis NL203,1773
Mycobacterium tuberculosis NL205,1773
Mycobacterium tuberculosis NL206,1773
Mycobacterium tuberculosis NL207,1773
Mycobacterium tuberculosis NL208,1773
Mycobacterium tuberculosis NL209,1773
Mycobacterium tuberculosis NL211,1773
Mycobacterium tuberculosis NL213,1773
Mycobacterium tuberculosis NL215,1773
Mycobacterium tuberculosis NL216,1773
Mycobacterium tuberculosis NL218,1773
Mycobacterium tuberculosis NL219,1773
Mycobacterium tuberculosis NL220,1773
Mycobacterium tuberculosis NL221,1773
Mycobacterium tuberculosis NL222,1773
Mycobacterium tuberculosis NL223,1773
Mycobacterium tuberculosis NL224,1773
Mycobacterium tuberculosis NL225,1773
Mycobacterium tuberculosis NL226,1773
Mycobacterium tuberculosis NL227,1773
Mycobacterium tuberculosis NL228,1773
Mycobacterium tuberculosis NL230,1773
Mycobacterium tuberculosis NL231,1773
Mycobacterium tuberculosis NL232,1773
Mycobacterium tuberculosis NL233,1773
Mycobacterium tuberculosis NL234,1773
Mycobacterium tuberculosis NL235,1773
Mycobacterium tuberculosis NL240,1773
Mycobacterium tuberculosis NL236,1773
Mycobacterium tuberculosis NL239,1773
Mycobacterium tuberculosis NL241,1773
Mycobacterium tuberculosis NL243,1773
Mycobacterium tuberculosis NL244,1773
Mycobacterium tuberculosis NL245,1773
Mycobacterium tuberculosis NL246,1773
Mycobacterium tuberculosis NL247,1773
Mycobacterium tuberculosis NL248,1773
Mycobacterium tuberculosis NL249,1773
Mycobacterium tuberculosis NL250,1773
Mycobacterium tuberculosis NL251,1773
Mycobacterium tuberculosis NL252,1773
Mycobacterium tuberculosis NL253,1773
Mycobacterium tuberculosis NL255,1773
Mycobacterium tuberculosis NL256,1773
Mycobacterium tuberculosis NL257,1773
Mycobacterium tuberculosis NL258,1773
Mycobacterium tuberculosis NL259,1773
Mycobacterium tuberculosis NL260,1773
Mycobacterium tuberculosis NL261,1773
Mycobacterium tuberculosis NL263,1773
Mycobacterium tuberculosis NL264,1773
Mycobacterium tuberculosis NL265,1773
Mycobacterium tuberculosis NL266,1773
Mycobacterium tuberculosis NL268,1773
Mycobacterium tuberculosis NL267,1773
Mycobacterium tuberculosis NL270,1773
Mycobacterium tuberculosis NL271,1773
Mycobacterium tuberculosis NL272,1773
Mycobacterium tuberculosis NL273,1773
Mycobacterium tuberculosis NL274,1773
Mycobacterium tuberculosis NL275,1773
Mycobacterium tuberculosis NL276,1773
Mycobacterium tuberculosis NL277,1773
Mycobacterium tuberculosis NL278,1773
Mycobacterium tuberculosis NL279,1773
Mycobacterium tuberculosis NL280,1773
Mycobacterium tuberculosis NL281,1773
Mycobacterium tuberculosis NL282,1773
Mycobacterium tuberculosis NL283,1773
Mycobacterium tuberculosis NL284,1773
Mycobacterium tuberculosis NL285,1773
Mycobacterium tuberculosis NL287,1773
Mycobacterium tuberculosis NL288,1773
Mycobacterium tuberculosis NL289,1773
Mycobacterium tuberculosis NL291,1773
Mycobacterium tuberculosis NL292,1773
Mycobacterium tuberculosis NL294,1773
Mycobacterium tuberculosis NL295,1773
Mycobacterium tuberculosis NL296,1773
Mycobacterium tuberculosis NL297,1773
Mycobacterium tuberculosis NL298,1773
Mycobacterium tuberculosis NL301,1773
Mycobacterium tuberculosis NL299,1773
Mycobacterium tuberculosis NL304,1773
Mycobacterium tuberculosis NL305,1773
Mycobacterium tuberculosis NL306,1773
Mycobacterium tuberculosis NL307,1773
Mycobacterium tuberculosis NL308,1773
Mycobacterium tuberculosis NL309,1773
Mycobacterium tuberculosis NL310,1773
Mycobacterium tuberculosis NL311,1773
Mycobacterium tuberculosis NL312,1773
Mycobacterium tuberculosis NL313,1773
Mycobacterium tuberculosis NL315,1773
Mycobacterium tuberculosis NL314,1773
Mycobacterium tuberculosis NL316,1773
Mycobacterium tuberculosis NL317,1773
Mycobacterium tuberculosis NL318,1773
Mycobacterium tuberculosis NL319,1773
Mycobacterium tuberculosis NL320,1773
Mycobacterium tuberculosis NL321,1773
Mycobacterium tuberculosis NL322,1773
Mycobacterium tuberculosis NL326,1773
Mycobacterium tuberculosis NL324,1773
Mycobacterium tuberculosis NL327,1773
Mycobacterium tuberculosis NL328,1773
Mycobacterium tuberculosis NL329,1773
Mycobacterium tuberculosis NL331,1773
Mycobacterium tuberculosis NL330,1773
Mycobacterium tuberculosis NL332,1773
Mycobacterium tuberculosis NL333,1773
Mycobacterium tuberculosis NL335,1773
Mycobacterium tuberculosis NL336,1773
Mycobacterium tuberculosis NL338,1773
Mycobacterium tuberculosis NL339,1773
Mycobacterium tuberculosis NL342,1773
Mycobacterium tuberculosis NL343,1773
Mycobacterium tuberculosis NL344,1773
Mycobacterium tuberculosis NL345,1773
Mycobacterium tuberculosis NL346,1773
Mycobacterium tuberculosis NL348,1773
Mycobacterium tuberculosis NL350,1773
Mycobacterium tuberculosis NL351,1773
Mycobacterium tuberculosis NL353,1773
Mycobacterium tuberculosis NL354,1773
Mycobacterium tuberculosis NL355,1773
Mycobacterium tuberculosis NL357,1773
Mycobacterium tuberculosis NL359,1773
Mycobacterium tuberculosis NL361,1773
Mycobacterium tuberculosis NL362,1773
Mycobacterium tuberculosis NL363,1773
Mycobacterium tuberculosis NL364,1773
Mycobacterium tuberculosis NL365,1773
Mycobacterium tuberculosis NL366,1773
Mycobacterium tuberculosis NL367,1773
Mycobacterium tuberculosis NL368,1773
Mycobacterium tuberculosis NL369,1773
Mycobacterium tuberculosis NL370,1773
Mycobacterium tuberculosis NL371,1773
Mycobacterium tuberculosis NL372,1773
Mycobacterium tuberculosis NL373,1773
Mycobacterium tuberculosis NL374,1773
Mycobacterium tuberculosis NL375,1773
Mycobacterium tuberculosis NL376,1773
Mycobacterium tuberculosis NL377,1773
Mycobacterium tuberculosis NL378,1773
Mycobacterium tuberculosis NL379,1773
Mycobacterium tuberculosis NL380,1773
Mycobacterium tuberculosis NL381,1773
Mycobacterium tuberculosis NL382,1773
Mycobacterium tuberculosis NL383,1773
Mycobacterium tuberculosis NL384,1773
Mycobacterium tuberculosis NL385,1773
Mycobacterium tuberculosis NL386,1773
Mycobacterium tuberculosis NL387,1773
Mycobacterium tuberculosis NL388,1773
Mycobacterium tuberculosis NL389,1773
Mycobacterium tuberculosis NL391,1773
Mycobacterium tuberculosis NL392,1773
Mycobacterium tuberculosis NL394,1773
Mycobacterium tuberculosis NL395,1773
Mycobacterium tuberculosis NL396,1773
Mycobacterium tuberculosis NL397,1773
Mycobacterium tuberculosis NL398,1773
Mycobacterium tuberculosis NL399,1773
Mycobacterium tuberculosis NL400,1773
Mycobacterium tuberculosis NL401,1773
Mycobacterium tuberculosis NL402,1773
Mycobacterium tuberculosis NL403,1773
Mycobacterium tuberculosis NL404,1773
Mycobacterium tuberculosis NL405,1773
Mycobacterium tuberculosis NL406,1773
Mycobacterium tuberculosis NL407,1773
Mycobacterium tuberculosis NL408,1773
Mycobacterium tuberculosis NL409,1773
Mycobacterium tuberculosis NL410,1773
Mycobacterium tuberculosis NL411,1773
Mycobacterium tuberculosis NL412,1773
Mycobacterium tuberculosis NL413,1773
Mycobacterium tuberculosis NL414,1773
Mycobacterium tuberculosis NL415,1773
Mycobacterium tuberculosis NL418,1773
Mycobacterium tuberculosis NL419,1773
Mycobacterium tuberculosis NL420,1773
Mycobacterium tuberculosis NL421,1773
Mycobacterium tuberculosis NL422,1773
Mycobacterium tuberculosis NL424,1773
Mycobacterium tuberculosis NL425,1773
Mycobacterium tuberculosis NL426,1773
Mycobacterium tuberculosis NL428,1773
Mycobacterium tuberculosis NL429,1773
Mycobacterium tuberculosis NL430,1773
Mycobacterium tuberculosis NL431,1773
Mycobacterium tuberculosis NL432,1773
Mycobacterium tuberculosis NL433,1773
Mycobacterium tuberculosis NL434,1773
Mycobacterium tuberculosis NL435,1773
Mycobacterium tuberculosis NL436,1773
Mycobacterium tuberculosis NL437,1773
Mycobacterium tuberculosis NL438,1773
Mycobacterium tuberculosis NL439,1773
Mycobacterium tuberculosis NL440,1773
Mycobacterium tuberculosis NL442,1773
Mycobacterium tuberculosis NL444,1773
Mycobacterium tuberculosis NL445,1773
Mycobacterium tuberculosis NL446,1773
Mycobacterium tuberculosis NL448,1773
Mycobacterium tuberculosis NL449,1773
Mycobacterium tuberculosis NL450,1773
Mycobacterium tuberculosis NL451,1773
Mycobacterium tuberculosis NL452,1773
Mycobacterium tuberculosis NL453,1773
Mycobacterium tuberculosis NL454,1773
Mycobacterium tuberculosis NL455,1773
Mycobacterium tuberculosis NL456,1773
Mycobacterium tuberculosis NL458,1773
Mycobacterium tuberculosis NL459,1773
Mycobacterium tuberculosis NL460,1773
Mycobacterium tuberculosis NL461,1773
Mycobacterium tuberculosis NL462,1773
Mycobacterium tuberculosis NL463,1773
Mycobacterium tuberculosis NL464,1773
Mycobacterium tuberculosis NL465,1773
Mycobacterium tuberculosis NL466,1773
Mycobacterium tuberculosis NL467,1773
Mycobacterium tuberculosis NL468,1773
Mycobacterium tuberculosis NL469,1773
Mycobacterium tuberculosis NL470,1773
Mycobacterium tuberculosis NL471,1773
Mycobacterium tuberculosis NL472,1773
Mycobacterium tuberculosis NL473,1773
Mycobacterium tuberculosis NL475,1773
Mycobacterium tuberculosis NL477,1773
Mycobacterium tuberculosis NL478,1773
Mycobacterium tuberculosis NL479,1773
Mycobacterium tuberculosis NL480,1773
Mycobacterium tuberculosis NL481,1773
Mycobacterium tuberculosis NL482,1773
Mycobacterium tuberculosis NL484,1773
Mycobacterium tuberculosis NL485,1773
Mycobacterium tuberculosis NL486,1773
Mycobacterium tuberculosis NL488,1773
Mycobacterium tuberculosis NL489,1773
Mycobacterium tuberculosis NL490,1773
Mycobacterium tuberculosis NL491,1773
Mycobacterium tuberculosis NL492,1773
Mycobacterium tuberculosis NL493,1773
Mycobacterium tuberculosis NL495,1773
Mycobacterium tuberculosis NL494,1773
Mycobacterium tuberculosis NL496,1773
Mycobacterium tuberculosis NL497,1773
Mycobacterium tuberculosis NL498,1773
Mycobacterium tuberculosis NL499,1773
Mycobacterium tuberculosis NL500,1773
Mycobacterium tuberculosis NL501,1773
Mycobacterium tuberculosis NL502,1773
Mycobacterium tuberculosis NL503,1773
Mycobacterium tuberculosis NL504,1773
Mycobacterium tuberculosis NL505,1773
Mycobacterium tuberculosis NL506,1773
Mycobacterium tuberculosis NL507,1773
Mycobacterium tuberculosis NL508,1773
Mycobacterium tuberculosis NL510,1773
Mycobacterium tuberculosis NL511,1773
Mycobacterium tuberculosis NL514,1773
Mycobacterium tuberculosis NL515,1773
Mycobacterium tuberculosis NL516,1773
Mycobacterium tuberculosis NL518,1773
Mycobacterium tuberculosis NL519,1773
Mycobacterium tuberculosis NL520,1773
Mycobacterium tuberculosis NL521,1773
Mycobacterium tuberculosis NL522,1773
Mycobacterium tuberculosis NL523,1773
Mycobacterium tuberculosis NL527,1773
Mycobacterium tuberculosis NL529,1773
Mycobacterium tuberculosis NL530,1773
Mycobacterium tuberculosis NL531,1773
Mycobacterium tuberculosis NL532,1773
Mycobacterium tuberculosis NL533,1773
Mycobacterium tuberculosis NL534,1773
Mycobacterium tuberculosis NL535,1773
Mycobacterium tuberculosis NL536,1773
Mycobacterium tuberculosis NL537,1773
Mycobacterium tuberculosis NL538,1773
Mycobacterium tuberculosis NL540,1773
Mycobacterium tuberculosis NL541,1773
Mycobacterium tuberculosis NL542,1773
Mycobacterium tuberculosis NL543,1773
Mycobacterium tuberculosis NL545,1773
Mycobacterium tuberculosis NL546,1773
Mycobacterium tuberculosis NL547,1773
Mycobacterium tuberculosis NL548,1773
Mycobacterium tuberculosis NL549,1773
Mycobacterium tuberculosis NL550,1773
Mycobacterium tuberculosis NL551,1773
Mycobacterium tuberculosis NL553,1773
Mycobacterium tuberculosis NL554,1773
Mycobacterium tuberculosis NL555,1773
Mycobacterium tuberculosis NL556,1773
Mycobacterium tuberculosis NL557,1773
Mycobacterium tuberculosis NL558,1773
Mycobacterium tuberculosis NL559,1773
Mycobacterium tuberculosis NL560,1773
Mycobacterium tuberculosis NL561,1773
Mycobacterium tuberculosis NL562,1773
Mycobacterium tuberculosis NL563,1773
Mycobacterium tuberculosis NL564,1773
Mycobacterium tuberculosis NL565,1773
Mycobacterium tuberculosis NL566,1773
Mycobacterium tuberculosis NL567,1773
Mycobacterium tuberculosis NL568,1773
Mycobacterium tuberculosis NL569,1773
Mycobacterium tuberculosis NL570,1773
Mycobacterium tuberculosis NL571,1773
Mycobacterium tuberculosis NL573,1773
Mycobacterium tuberculosis NL572,1773
Mycobacterium tuberculosis NL574,1773
Mycobacterium tuberculosis NL575,1773
Mycobacterium tuberculosis NL577,1773
Mycobacterium tuberculosis NL578,1773
Mycobacterium tuberculosis NL579,1773
Mycobacterium tuberculosis NL580,1773
Mycobacterium tuberculosis NL581,1773
Mycobacterium tuberculosis NL582,1773
Mycobacterium tuberculosis NL583,1773
Mycobacterium tuberculosis NL584,1773
Mycobacterium tuberculosis NL585,1773
Mycobacterium tuberculosis NL586,1773
Mycobacterium tuberculosis NL587,1773
Mycobacterium tuberculosis NL588,1773
Mycobacterium tuberculosis NL589,1773
Mycobacterium tuberculosis NL592,1773
Mycobacterium tuberculosis NL593,1773
Mycobacterium tuberculosis NL594,1773
Mycobacterium tuberculosis NL595,1773
Mycobacterium tuberculosis NL596,1773
Mycobacterium tuberculosis NL597,1773
Mycobacterium tuberculosis NL598,1773
Mycobacterium tuberculosis NL600,1773
Mycobacterium tuberculosis NL599,1773
Mycobacterium tuberculosis NL601,1773
Mycobacterium tuberculosis NL602,1773
Mycobacterium tuberculosis NL604,1773
Mycobacterium tuberculosis NL606,1773
Mycobacterium tuberculosis NL608,1773
Mycobacterium tuberculosis NL609,1773
Mycobacterium tuberculosis NL610,1773
Mycobacterium tuberculosis NL611,1773
Mycobacterium tuberculosis NL612,1773
Mycobacterium tuberculosis NL613,1773
Mycobacterium tuberculosis NL614,1773
Mycobacterium tuberculosis 1054-10,1773
Mycobacterium tuberculosis 1024-01,1773
Mycobacterium tuberculosis 4155-03,1773
Mycobacterium tuberculosis 8073-03,1773
Mycobacterium tuberculosis 11114-03,1773
Mycobacterium tuberculosis 164-04,1773
Mycobacterium tuberculosis 7679-03,1773
Mycobacterium tuberculosis 9956-03,1773
Mycobacterium tuberculosis 2387-04,1773
Mycobacterium tuberculosis 1608-04,1773
Mycobacterium tuberculosis 6631-04,1773
Mycobacterium tuberculosis 7684-04,1773
Mycobacterium tuberculosis 8506-04,1773
Mycobacterium tuberculosis 8370-04,1773
Mycobacterium tuberculosis 4252-09,1773
Mycobacterium tuberculosis 7961-03,1773
Mycobacterium tuberculosis 5069-09,1773
Mycobacterium tuberculosis 9532-03,1773
Mycobacterium tuberculosis 8786-09,1773
Mycobacterium tuberculosis 10553-00,1773
Mycobacterium tuberculosis 5510-00,1773
Mycobacterium tuberculosis 5772-09,1773
Mycobacterium tuberculosis 5790-04,1773
Mycobacterium tuberculosis 4709-09,1773
Mycobacterium tuberculosis 11236-09,1773
Mycobacterium tuberculosis 8302-09,1773
Mycobacterium tuberculosis 5104-09,1773
Mycobacterium tuberculosis 11015-09,1773
Mycobacterium tuberculosis 9562-09,1773
Mycobacterium tuberculosis 5118-09,1773
Mycobacterium tuberculosis 6637-09,1773
Mycobacterium tuberculosis 5274-09,1773
Mycobacterium tuberculosis 7968-03,1773
Mycobacterium tuberculosis 4950-04,1773
Mycobacterium tuberculosis 1053-10,1773
Mycobacterium tuberculosis 6247-09,1773
Mycobacterium tuberculosis 330-01,1773
Mycobacterium tuberculosis 11023-09,1773
Mycobacterium tuberculosis 4283-09,1773
Mycobacterium tuberculosis 4703-09,1773
Mycobacterium tuberculosis 575-03,1773
Mycobacterium tuberculosis 8753-00,1773
Mycobacterium tuberculosis 946-03,1773
Mycobacterium tuberculosis 10114-09,1773
Mycobacterium tuberculosis 4298-09,1773
